-556 | -863.0678597871013
-82 | -981.0115395645547
470 | -98.10304772341351
330 | -687.5209543318847
-725 | -299.2131893382457
-854 | -470.50026174402774
-89 | -25.527779484065604
-784 | 48.831333461799204
-264 | -51.85541607116397
-513 | 367.9599145916161
-2 | -914.6631624124966
485 | -523.7943249485166
-728 | -264.0831917435564
-530 | -840.922133206927
227 | 680.3034511727558
-58 | 497.94962120173614
-424 | 681.8197852493709
-303 | -259.7134942330031
-7 | -916.2729245781373
-226 | -628.7727609604445
-103 | -686.4509277828234
-538 | -297.48884202851957
64 | 862.8963277144805
600 | 813.2759667080261
162 | 886.8130673715953
171 | -210.01952944952507
-687 | 202.33258744336172
516 | 77.7825584389434
-690 | -246.02319184011617
645 | -143.68325987661865
-31 | 649.7129568698281
130 | -181.14525043691003
180 | -946.2592239883807
-766 | -856.5635978536319
243 | 762.2096723590114
283 | 587.277751041064
-178 | 812.0199710702755
-20 | -611.2139600925976
-330 | 382.81123899167574
703 | -431.6616482003941
